temperature,value
907.5,-0
907,-0
906.5,0
906,0
905.5,-0
905,0
904.5,-0
904,-0
903.5,-0
903,-0
902.5,-0
902,0
901.5,-0
901,0
900.5,0
900,-0
899.5,0
899,-0
898.5,0
898,-0
897.5,0
897,0
896.5,0
896,0
895.5,-0
895,0
894.5,-0
894,-0
893.5,-0
893,-0
892.5,-0
892,-0
891.5,0
891,-0
890.5,-0
890,0
889.5,0
889,0
888.5,0
888,-0
887.5,-0
887,-0
886.5,0
886,-0
885.5,0
885,0
884.5,-0
884,0
883.5,0
883,-0
882.5,-0
882,-0
881.5,-0
881,-0
880.5,-0
880,-0
879.5,-0
879,-0
878.5,0
878,-0
877.5,0
877,0
876.5,-0
876,-0
875.5,0
875,-0
874.5,0
874,0
873.5,0
873,0
872.5,0
872,0
871.5,-0
871,-0
870.5,0
870,0
869.5,-0
869,-0
868.5,-0
868,-0
867.5,0
867,0
866.5,-0
866,-0
865.5,-0
865,-0
864.5,-0
864,0
863.5,0
863,-0
862.5,-0
862,-0
861.5,0
861,-0
860.5,0
860,0
859.5,0
859,0
858.5,-0
858,-0
857.5,0
857,-0
856.5,-0
856,0
855.5,-0
855,-0
854.5,-0
854,-0
853.5,-0
853,0
852.5,0
852,-0
851.5,0
851,0
850.5,0
850,0
849.5,0
849,0
848.5,0
848,-0
847.5,-0
847,-0
846.5,0
846,0
845.5,-0
845,0
844.5,0
844,0
843.5,-0
843,-0
842.5,0
842,0
841.5,0
841,0
840.5,0
840,-0
839.5,0
839,-0
838.5,0
838,-0
837.5,-0
837,-0
836.5,-0
836,-0
835.5,0
835,-0
834.5,-0
834,-0
833.5,0
833,0
832.5,-0
832,-0
831.5,0
831,0
830.5,0
830,0
829.5,-0
829,0
828.5,0
828,0
827.5,-0
827,0
826.5,-0
826,0
825.5,-0
825,0
824.5,0
824,0
823.5,0
823,-0
822.5,-0
822,-0
821.5,0
821,0
820.5,-0
820,-0
819.5,-0
819,0
818.5,-0
818,-0
817.5,0
817,-0
816.5,-0
816,0
815.5,0
815,0
814.5,-0
814,0
813.5,-0
813,0
812.5,-0
812,-0
811.5,0
811,-0
810.5,0
810,-0
809.5,0
809,0
808.5,0
808,-0
807.5,0
807,0
806.5,0
806,-0
805.5,0
805,0
804.5,-0
804,0
803.5,-0
803,0
802.5,-0
802,-0
801.5,0
801,0
800.5,-0
800,0
799.5,-0
799,0
798.5,-0
798,-0
797.5,-0
797,0
796.5,0
796,-0
795.5,-0
795,-0
794.5,-0
794,-0
793.5,-0
793,0
792.5,-0
792,-0
791.5,-0
791,-0
790.5,0
790,-0
789.5,-0
789,0
788.5,-0
788,0
787.5,-0
787,0
786.5,0
786,0
785.5,-0
785,-0
784.5,0
784,0
783.5,0
783,0
782.5,0
782,0
781.5,0
781,-0
780.5,0
780,-0
779.5,0
779,0
778.5,0
778,-0
777.5,0
777,0
776.5,-0
776,-0
775.5,-0
775,0
774.5,0
774,0
773.5,0
773,-0
772.5,0
772,-0
771.5,-0
771,-0
770.5,0
770,-0
769.5,0
769,-0
768.5,-0
768,-0
767.5,-0
767,0
766.5,0
766,-0
765.5,0
765,0
764.5,0
764,0
763.5,0
763,-0
762.5,0
762,0
761.5,-0
761,0
760.5,-0
760,-0
759.5,0
759,-0
758.5,-0
758,-0
757.5,-0
757,-0
756.5,-0
756,-0
755.5,-0
755,0
754.5,-0
754,-0
753.5,0
753,-0
752.5,-0
752,-0
751.5,0
751,0
750.5,-0
750,-0
749.5,-0
749,0
748.5,0
748,0
747.5,-0
747,-0
746.5,0
746,0
745.5,-0
745,-0
744.5,0
744,-0
743.5,-0
743,0
742.5,-0
742,0
741.5,-0
741,0
740.5,0
740,0
739.5,0
739,-0
738.5,-0
738,-0
737.5,0
737,0
736.5,-0
736,0
735.5,0
735,0
734.5,0
734,0
733.5,-0
733,-0
732.5,-0
732,0
731.5,-0
731,-0
730.5,0
730,-0
729.5,-0
729,-0
728.5,-0
728,-0
727.5,-0
727,0
726.5,0
726,0
725.5,-0
725,-0
724.5,0
724,0
723.5,-0
723,0
722.5,-0
722,-0
721.5,-0
721,0
720.5,-0
720,0
719.5,-0
719,-0
718.5,0
718,0
717.5,-0
717,-0
716.5,-0
716,-0
715.5,-0
715,0
714.5,0
714,0
713.5,-0
713,0
712.5,0
712,-0
711.5,0
711,-0
710.5,0
710,-0
709.5,-0
709,-0
708.5,-0
708,-0
707.5,-0
707,-0
706.5,0
706,-0
705.5,-0
705,-0
704.5,0
704,-0
703.5,-0
703,0
702.5,0
702,0
701.5,0
701,-0
700.5,0
700,-0
699.5,-0
699,-0
698.5,-0
698,0
697.5,0
697,-0
696.5,0
696,-0
695.5,-0
695,0
694.5,-0
694,-0
693.5,0
693,0
692.5,0
692,0
691.5,-0
691,-0
690.5,0
690,-0
689.5,-0
689,0
688.5,0
688,0
687.5,0
687,0
686.5,0
686,-0
685.5,-0
685,-0
684.5,0
684,-0
683.5,0
683,-0
682.5,0
682,-0
681.5,0
681,-0
680.5,0
680,0
679.5,-0
679,0
678.5,0
678,0
677.5,-0
677,0
676.5,-0
676,0
675.5,-0
675,-0
674.5,0
674,-0
673.5,-0
673,0
672.5,-0
672,0
671.5,-0
671,0
670.5,-0
670,-0
669.5,0
669,-0
668.5,-0
668,-0
667.5,-0
667,-0
666.5,0
666,-0
665.5,-0
665,-0
664.5,0
664,-0
663.5,-0
663,0
662.5,0
662,0
661.5,0
661,0
660.5,0
660,0
659.5,0
659,0
658.5,-0
658,0
657.5,0
657,-0
656.5,0
656,-0
655.5,0
655,-0
654.5,-0
654,-0
653.5,-0
653,-0
652.5,0
652,0
651.5,-0
651,0
650.5,0
650,0
649.5,-0
649,0
648.5,0
648,0
647.5,-0
647,-0
646.5,0
646,0
645.5,0
645,0
644.5,0
644,0
643.5,-0
643,-0
642.5,-0
642,-0
641.5,-0
641,0
640.5,0
640,-0
639.5,0
639,-0
638.5,-0
638,0
637.5,-0
637,-0
636.5,-0
636,0
635.5,-0
635,-0
634.5,-0
634,-0
633.5,-0
633,-0
632.5,0
632,-0
631.5,-0
631,0
630.5,0
630,0
629.5,-0
629,-0
628.5,0
628,-0
627.5,0
627,0
626.5,-0
626,-0
625.5,0
625,-0
624.5,0
624,-0
623.5,0
623,-0
622.5,-0
622,-0
621.5,-0
621,-0
620.5,-0
620,0
619.5,0
619,0
618.5,-0
618,0
617.5,-0
617,0
616.5,-0
616,0
615.5,0
615,0
614.5,-0
614,-0
613.5,-0
613,0
612.5,0
612,-0
611.5,-0
611,-0
610.5,0
610,-0
609.5,-0
609,-0
608.5,-0
608,-0
607.5,-0
607,-0
606.5,0
606,-0
605.5,-0
605,0
604.5,-0
604,-0
603.5,-0
603,-0
602.5,-0
602,0
601.5,-0
601,0
600.5,0
600,0
599.5,0
599,-0
598.5,0
598,-0
597.5,-0
597,0
596.5,0
596,-0
595.5,-0
595,0
594.5,-0
594,0
593.5,0
593,-0
592.5,0
592,-0
591.5,-0
591,0
590.5,0
590,0
589.5,0
589,-0
588.5,0
588,0
587.5,-0
587,-0
586.5,0
586,0
585.5,0
585,-0
584.5,-0
584,0
583.5,0
583,0
582.5,-0
582,-0
581.5,0
581,-0
580.5,-0
580,-0
579.5,-0
579,0
578.5,-0
578,0
577.5,0
577,0
576.5,-0
576,0
575.5,0
575,-0
574.5,-0
574,-0
573.5,-0
573,0
572.5,0
572,0
571.5,0
571,-0
570.5,-0
570,0
569.5,0
569,-0
568.5,0
568,-0
567.5,-0
567,-0
566.5,-0
566,-0
565.5,0
565,-0
564.5,0
564,-0
563.5,-0
563,-0
562.5,-0
562,-0
561.5,0
561,0
560.5,0
560,-0
559.5,0
559,-0
558.5,-0
558,-0
557.5,0
557,0
556.5,-0
556,0
555.5,-0
555,-0
554.5,-0
554,-0
553.5,0
553,0
552.5,0
552,-0
551.5,0
551,-0
550.5,-0
550,0
549.5,0
549,-0
548.5,0
548,0
547.5,0
547,-0
546.5,-0
546,0
545.5,0
545,0
544.5,-0
544,-0
543.5,0
543,0
542.5,0
542,0
541.5,0
541,0
540.5,0
540,-0
539.5,-0
539,-6.51673e-321
538.5,-5.00421e-119
538,4.50026e-74
537.5,-3.20859e-05
537,1.03703e-06
536.5,-0.882224
536,-0.85474
535.5,-0.599406
535,-0.984756
534.5,-0.959996
534,-0.656916
533.5,-0.698377
533,-0.692409
532.5,-0.968159
532,-0.953913
531.5,-0.844475
531,-0.790507
530.5,-0.996236
530,-0.87238
529.5,-0.798567
529,-0.973357
528.5,-0.336941
528,-0.961169
527.5,-0.47701
527,-0.600448
526.5,-0.871943
526,-0.82154
525.5,-0.584004
525,-0.540386
524.5,-0.378224
524,-0.925342
523.5,-0.958917
523,-0.77616
522.5,-0.721754
522,-0.59743
521.5,-0.937574
521,-0.302238
520.5,-0.97917
520,-0.774979
519.5,-0.758668
519,-0.987961
518.5,-0.979872
518,-0.8625
517.5,-0.859832
517,-0.91405
516.5,-0.866751
516,-0.878961
515.5,-0.225284
515,-0.748911
514.5,-0.973887
514,-0.973415
513.5,-0.909469
513,-0.94996
512.5,-0.945191
512,-0.846913
511.5,-0.636077
511,-0.813149
510.5,-0.752082
510,-0.453913
509.5,-0.996554
509,-0.751832
508.5,-0.454639
508,-0.83136
507.5,-0.967574
507,-0.719611
506.5,-0.948423
506,-0.483019
505.5,-0.7626
505,-0.736747
504.5,-0.783424
504,-0.601534
503.5,-0.936142
503,-0.983532
502.5,-0.855653
502,-0.950225
501.5,-0.409782
501,-0.989621
500.5,-0.729086
500,-0.576899
499.5,-0.93922
499,-0.971406
498.5,-0.943439
498,-0.976865
497.5,-0.859312
497,-0.969466
496.5,-0.764881
496,-0.768275
495.5,-0.969693
495,-0.869156
494.5,-0.917395
494,-0.770024
493.5,-0.751975
493,-0.757983
492.5,-0.803439
492,-0.902174
491.5,-0.953594
491,-0.978762
490.5,-0.994661
490,-0.982134
489.5,-0.980426
489,-0.546257
488.5,-0.891159
488,-0.991542
487.5,-0.816467
487,-0.975128
486.5,-0.986403
486,-0.941039
485.5,-0.954342
485,-0.927157
484.5,-0.999728
484,-0.973383
483.5,-0.751945
483,-0.913925
482.5,-0.855274
482,-0.996988
481.5,-0.84239
481,-0.975605
480.5,-0.499223
480,-0.991728
479.5,-0.985675
479,-0.563933
478.5,-0.978538
478,-0.793617
477.5,-0.822815
477,-0.806161
476.5,-0.960213
476,-0.602489
475.5,-0.95162
475,-0.92964
474.5,-0.513367
474,-0.58122
473.5,-0.647093
473,-0.832179
472.5,-0.992599
472,-0.686862
471.5,-0.918314
471,-0.976224
470.5,-0.746735
470,-0.676847
469.5,-0.958138
469,-0.999638
468.5,-0.853317
468,-0.595409
467.5,-0.780003
467,-0.481718
466.5,-0.985715
466,-0.792734
465.5,-0.997871
465,-0.845823
464.5,-0.245503
464,-0.537467
463.5,-0.896431
463,-0.758404
462.5,-0.40521
462,-0.861047
461.5,-0.739837
461,-0.93078
460.5,-0.900725
460,-0.73922
459.5,-0.584984
459,-0.961186
458.5,-0.74237
458,-0.958454
457.5,-0.903779
457,-0.859796
456.5,-0.487825
456,-0.536451
455.5,-0.390508
455,-0.910372
454.5,-0.800914
454,-0.538246
453.5,-0.549327
453,-0.958011
452.5,-0.711745
452,-0.886466
451.5,-0.51285
451,-0.857888
450.5,-0.941843
450,-0.995245
449.5,-0.878876
449,-0.944017
448.5,-0.999095
448,-0.924354
447.5,-0.675687
447,-0.779804
446.5,-0.78005
446,-0.830947
445.5,-0.995657
445,-0.367208
444.5,-0.992322
444,-0.942158
443.5,-0.850069
443,-0.790278
442.5,-0.917952
442,-0.998895
441.5,-0.477531
441,-0.973975
440.5,-0.97729
440,-0.656588
439.5,-0.982173
439,-0.984922
438.5,-0.889728
438,-0.998384
437.5,-0.875326
437,-0.567582
436.5,-0.878293
436,-0.839364
435.5,-0.992868
435,-0.864377
434.5,-0.997469
434,-0.892826
433.5,-0.597775
433,-0.385113
432.5,-0.779722
432,-0.95816
431.5,-0.893275
431,-0.970486
430.5,-0.982091
430,-0.978407
429.5,-0.991091
429,-0.954422
428.5,-0.92541
428,-0.92069
427.5,-0.692555
427,-4.04305e-13
426.5,-7.5674e-12
426,-7.5109e-12
425.5,-2.24432e-12
425,-7.8947e-12
424.5,-6.79951e-05
424,-0.669649
423.5,-0.140413
423,-0.963848
422.5,-0.809685
422,-0.233573
421.5,-0.954871
421,-0.999559
420.5,-0.279164
420,-0.987928
419.5,-0.842455
419,-0.999922
418.5,-0.922685
418,-0.943351
417.5,-0.810806
417,-0.529126
416.5,-0.533044
416,-0.928206
415.5,-0.948526
415,-0.851588
414.5,-0.940777
414,-0.975215
413.5,-0.782205
413,-0.930579
412.5,-0.881597
412,-0.517403
411.5,-0.662167
411,-0.890274
410.5,-0.947422
410,-0.547729
409.5,-0.356738
409,-0.818876
408.5,-0.968172
408,-0.67961
407.5,-0.806091
407,-0.490644
406.5,4.82579e-12
406,-5.2499e-12
405.5,-8.64078e-12
405,-1.83855e-12
404.5,6.77892e-11
404,-0.954604
403.5,-0.884349
403,-0.427698
402.5,-0.514934
402,-0.503817
401.5,-0.958427
401,-0.865608
400.5,-0.983493
400,-0.455028
399.5,-0.918649
399,-0.957123
398.5,-0.602658
398,-0.934008
397.5,-0.870299
397,-0.594866
396.5,-0.918105
396,-0.930752
395.5,-0.884684
395,-0.941719
394.5,-0.518953
394,-0.967488
393.5,-0.67066
393,-0.949424
392.5,-0.645958
392,-0.973812
391.5,-0.274162
391,-0.934795
390.5,-0.48847
390,-0.937815
389.5,-0.73285
389,-0.985547
388.5,-0.908688
388,-0.79288
387.5,-0.540384
387,-0.97034
386.5,-0.914139
386,-0.910162
385.5,-0.362343
385,-0.926719
384.5,-0.953714
384,-0.626503
383.5,-0.971925
383,-6.40354e-12
382.5,-7.81674e-12
382,-4.55131e-08
381.5,-0.944781
381,-0.998981
380.5,-0.147539
380,-0.613096
379.5,-0.996286
379,-0.952009
378.5,-0.972659
378,-0.746696
377.5,-0.334805
377,-0.657819
376.5,-0.972089
376,-0.89817
375.5,-0.999943
375,-0.803537
374.5,-0.918443
374,-0.871781
373.5,-0.963286
373,-0.66242
372.5,-0.904281
372,-0.96074
371.5,-0.934131
371,-0.873302
370.5,-0.937954
370,-0.842145
369.5,-0.509198
369,-0.948216
368.5,-0.976927
368,-0.789825
367.5,-0.122058
367,-0.970599
366.5,-0.941256
366,-0.921317
365.5,-0.825166
365,-0.911407
364.5,-0.987376
364,-0.501478
363.5,-0.9384
363,-0.93178
362.5,-0.891072
362,-0.912031
361.5,-0.924009
361,-0.745304
360.5,-0.930133
360,-0.601687
359.5,-0.994767
359,-0.830377
358.5,-0.881088
358,-0.900914
357.5,-0.998973
357,-0.928128
356.5,-0.879265
356,-0.984343
355.5,-0.86085
355,-0.297772
354.5,-0.820405
354,-0.983704
353.5,-0.890412
353,-0.95049
352.5,-0.990575
352,-0.235156
351.5,-0.800952
351,-0.912034
350.5,-0.693855
350,-0.996591
349.5,-0.835574
349,-0.995472
348.5,-0.994315
348,-0.551846
347.5,-0.979314
347,-0.950367
346.5,-0.498535
346,-0.850299
345.5,-0.612312
345,-0.924992
344.5,-0.634362
344,-0.994178
343.5,-0.97618
343,-0.996962
342.5,-0.326566
342,-0.899037
341.5,-0.993701
341,-0.530271
340.5,-0.276373
340,-0.90889
339.5,-0.991317
339,-0.993402
338.5,-0.973473
338,-0.556336
337.5,-0.974798
337,-0.945466
336.5,-0.858024
336,-0.960533
335.5,-0.583342
335,-0.399607
334.5,-0.616733
334,-0.998025
333.5,-0.883211
333,-0.579515
332.5,-0.993423
332,-0.739927
331.5,-0.333616
331,-0.995357
330.5,-0.797195
330,-0.695211
329.5,-0.596397
329,-0.649402
328.5,-0.840421
328,-0.496362
327.5,-0.989052
327,-0.99701
326.5,-0.897765
326,-0.998631
325.5,-0.546114
325,-0.730474
324.5,-0.784779
324,-7.68396e-05
323.5,-0.977597
323,-0.671402
322.5,-0.559186
322,-0.796679
321.5,-0.33221
321,-0.984479
320.5,-0.818744
320,-0.994559
319.5,-0.990769
319,-0.842751
318.5,-0.79794
318,-0.972445
317.5,-0.995344
317,-0.992409
316.5,-0.912255
316,-0.920958
315.5,-0.994679
315,-0.753506
314.5,-0.86497
314,-0.655326
313.5,-0.788499
313,-0.952139
312.5,-0.749053
312,-0.96144
311.5,-0.919121
311,-0.792091
310.5,-0.897925
310,-0.665692
309.5,-0.588879
309,-0.985468
308.5,-0.782241
308,-0.38545
307.5,-0.962025
307,-0.948313
306.5,-0.996831
306,-0.945107
305.5,-0.860234
305,-0.840659
304.5,-0.999229
304,-0.997007
303.5,-0.89922
303,-0.973372
302.5,-0.985666
302,-0.861471
301.5,-0.849477
301,-0.610717
300.5,-0.988502
300,-0.89967
299.5,-0.792891
299,-0.986488
298.5,-0.97173
298,-0.90696
297.5,-0.449473
297,-0.200722
296.5,-0.983293
296,-0.400836
295.5,-0.639172
295,-0.945497
294.5,-0.770594
294,-0.761768
293.5,-0.997258
293,-0.486277
292.5,-0.898099
292,-0.937787
291.5,-0.917211
291,-0.90096
290.5,-0.939713
290,-0.897704
289.5,-0.63169
289,-0.757303
288.5,-0.894636
288,-0.769571
287.5,-0.926092
287,-0.84683
286.5,-0.888203
286,-0.826421
285.5,-0.883452
285,-0.357566
284.5,-0.803986
284,-0.962695
283.5,-0.648333
283,-0.753552
282.5,-0.947273
282,-0.973297
281.5,-0.674778
281,-0.944459
280.5,-0.899132
280,-0.912724
279.5,-0.845291
279,-0.492429
278.5,-0.459116
278,-0.821474
277.5,-0.666694
277,-0.997352
276.5,-0.952036
276,-0.875617
275.5,-0.958349
275,-0.993487
274.5,-0.706925
274,-0.980673
273.5,-0.669791
273,-0.962975
272.5,-7.55478e-13
272,-5.27048e-06
271.5,-6.50732e-05
271,2.7307e-05
270.5,-5.94213e-05
270,-6.571e-05
269.5,-0.561942
269,-0.960982
268.5,-0.152463
268,-0.98265
267.5,-0.613931
267,-0.990902
266.5,-0.432461
266,-0.650348
265.5,-0.119756
265,-0.641765
264.5,-0.393474
264,-0.783518
263.5,-0.424048
263,-0.932112
262.5,-0.976984
262,-0.997068
261.5,-0.930256
261,-0.8696
260.5,-0.982258
260,-0.70022
259.5,-0.411597
259,-0.514814
258.5,-0.963503
258,-0.996175
257.5,-0.702248
257,-0.826804
256.5,-0.592777
256,-0.783888
255.5,-0.597549
255,-0.644901
254.5,-0.862727
254,-0.913023
253.5,-0.983247
253,-0.59577
252.5,-0.511061
252,-0.997259
251.5,-0.813411
251,-0.706161
250.5,-0.648724
250,-0.992379
249.5,-0.888076
249,-0.942001
248.5,-0.796834
248,-0.337355
247.5,-0.769058
247,-0.786739
246.5,-0.98643
246,-0.988857
245.5,-0.9857
245,-0.828155
244.5,-0.848374
244,-0.947779
243.5,-0.995923
243,-0.860792
242.5,-0.691394
242,-0.428878
241.5,-0.686034
241,-0.596635
240.5,-0.920111
240,-0.983878
239.5,-0.942946
239,-0.428805
238.5,-0.984549
238,-0.778937
237.5,-0.975765
237,-0.928627
236.5,-0.281354
236,-0.593213
235.5,-0.903355
235,-0.744455
234.5,-0.967565
234,-0.654721
233.5,-0.507252
233,-0.457993
232.5,-0.956481
232,-0.923276
231.5,-0.976217
231,-0.757843
230.5,-0.978555
230,-0.968067
229.5,-0.915025
229,-0.743573
228.5,-0.947345
228,-0.514853
227.5,-0.585068
227,-0.914938
226.5,-0.96118
226,-0.493751
225.5,-0.958831
225,-0.98051
224.5,-0.562739
224,-0.856967
223.5,-0.755086
223,-0.919555
222.5,-0.571908
222,-0.879222
221.5,-0.969168
221,-0.994298
220.5,-0.975309
220,-0.999072
219.5,-0.192653
219,-0.934765
218.5,-0.999188
218,-0.752212
217.5,-0.94639
217,-0.336508
216.5,-0.728781
216,-0.659604
215.5,-0.978865
215,-0.953749
214.5,-0.885805
214,-0.437823
213.5,-0.872066
213,-0.673362
212.5,-0.986077
212,-0.900092
211.5,-0.996561
211,-0.939263
210.5,-0.990821
210,-0.826491
209.5,-0.881045
209,-0.951587
208.5,-0.342777
208,-0.961377
207.5,-0.935605
207,-0.937249
206.5,-0.963527
206,-0.976596
205.5,-0.817555
205,-0.990912
204.5,-0.433445
204,-0.984776
203.5,-0.698674
203,-0.994424
202.5,-0.752312
202,-0.996336
201.5,-0.58374
201,-0.444406
200.5,-0.885019
200,-0.90381
199.5,-0.917962
199,-0.965892
198.5,-0.861331
198,-0.784586
197.5,-0.905894
197,-0.839291
196.5,-0.893639
196,-0.665417
195.5,-0.82928
195,-0.986229
194.5,-0.985452
194,-0.927549
193.5,-0.34845
193,-0.801264
192.5,-0.956439
192,-0.990363
191.5,-0.77764
191,-0.818775
190.5,-0.951848
190,-0.804427
189.5,-0.276556
189,-0.8805
188.5,-0.924829
188,-0.688465
187.5,-0.817541
187,-0.765369
186.5,-0.868227
186,-0.985805
185.5,-0.891165
185,-0.953506
184.5,-0.838581
184,-0.00932508
183.5,-0.660239
183,-0.973487
182.5,-0.368574
182,-0.939532
181.5,-0.459399
181,-0.679513
180.5,-0.742115
180,-0.908944
179.5,-0.73753
179,-0.946983
178.5,-0.804077
178,-0.980144
177.5,-0.934107
177,-0.868475
176.5,-0.945328
176,-0.359071
175.5,-0.994203
175,-0.148364
174.5,-0.426147
174,-0.979695
173.5,-0.540029
173,-0.969416
172.5,-0.66223
172,-0.932942
171.5,-0.902787
171,-0.989813
170.5,-0.884781
170,-0.941008
169.5,-0.993917
169,-0.278874
168.5,-0.990132
168,-0.0784109
167.5,-0.808023
167,-0.888835
166.5,-0.221614
166,-0.999573
165.5,-0.74218
165,-0.938364
164.5,-0.842644
164,-0.930583
163.5,-0.999741
163,-0.423559
162.5,-0.999287
162,-0.196723
161.5,-0.800357
161,-0.999313
160.5,-0.712342
160,-0.955306
159.5,-0.800374
159,-0.935498
158.5,-0.963488
158,-0.775593
157.5,-0.8068
157,-0.992864
156.5,-0.653828
156,-0.916155
155.5,-0.997224
155,-0.997659
154.5,-0.730839
154,1.68021e-05
153.5,-0.748842
153,-0.933448
152.5,-0.642031
152,-0.98827
151.5,-0.893401
151,-0.934388
150.5,-0.574688
150,-0.821274
149.5,9.7895e-05
149,-0.305216
148.5,-0.817256
148,-0.683231
147.5,-0.886944
147,-0.281049
146.5,-0.816232
146,-0.730321
145.5,-0.988066
145,-0.703728
144.5,-0.917503
144,-0.591589
143.5,-0.300038
143,-0.846986
142.5,-0.27035
142,-0.933226
141.5,-0.828351
141,-0.318417
140.5,-0.797361
140,-0.902784
139.5,-0.783034
139,-0.906531
138.5,-0.995372
138,-0.970483
137.5,-0.491902
137,-0.899885
136.5,-0.325617
136,-0.241066
135.5,-0.803891
135,-0.785428
134.5,-0.502381
134,-0.964661
133.5,-0.96576
133,-0.889805
132.5,-0.851764
132,-0.600114
131.5,-0.997879
131,-0.967418
130.5,-0.310825
130,-0.961669
129.5,-0.997972
129,-0.774321
128.5,-0.487631
128,-0.554077
127.5,-0.92026
127,-0.956929
126.5,-0.892425
126,-0.82385
125.5,-0.852779
125,-0.95739
124.5,-0.969636
124,-0.98726
123.5,-0.998147
123,-0.698601
122.5,-0.992645
122,-0.966192
121.5,-0.772658
121,-0.623901
120.5,-0.931987
120,-0.889994
119.5,-0.327757
119,-0.445715
118.5,-0.926362
118,-0.799701
117.5,-0.93614
117,-0.644652
116.5,-0.974812
116,-0.998718
115.5,-0.515946
115,-1.1418e-12
114.5,-6.395e-12
114,-2.92093e-13
113.5,-0.730659
113,-0.982912
112.5,-0.729844
112,-0.984998
111.5,-0.56695
111,-0.948448
110.5,-0.868264
110,-0.995191
109.5,-0.82218
109,-0.883029
108.5,-0.728731
108,-0.946775
107.5,-0.601377
107,-0.793875
106.5,-0.65389
106,-0.974354
105.5,-0.963883
105,-0.702554
104.5,-0.63729
104,-0.182264
103.5,-0.984328
103,-0.904921
102.5,-0.984227
102,-1.20152e-05
101.5,-0.857102
101,-0.91972
100.5,-0.494159
100,-0.99047
99.5,-0.899873
99,-0.879009
98.5,-0.961697
98,-0.777483
97.5,-0.578837
97,-0.998969
96.5,-0.910765
96,-0.770127
95.5,-0.853283
95,-0.274267
94.5,-0.941485
94,-0.818436
93.5,-0.724395
93,-0.995616
92.5,-0.968
92,-0.957668
91.5,-0.776901
91,-0.989964
90.5,-0.849666
90,-0.78162
89.5,-0.871566
89,-0.974353
88.5,-0.813602
88,-0.980643
87.5,-0.870213
87,-0.917707
86.5,-0.793882
86,-0.937116
85.5,-0.872698
85,-0.678695
84.5,-0.760505
84,-0.407707
83.5,-0.994028
83,-0.624715
82.5,-0.999365
82,-0.913445
81.5,-0.965827
81,-0.691443
80.5,-0.750866
80,-0.995001
79.5,-0.992918
79,-0.950921
78.5,-0.71407
78,-0.656691
77.5,-0.668416
77,-0.996655
76.5,-0.556285
76,-0.468445
75.5,-0.413247
75,-0.364857
74.5,-0.21217
74,-0.371532
73.5,-0.989714
73,-0.70747
72.5,-0.990806
72,-0.570828
71.5,-0.454848
71,-0.964975
70.5,-0.997269
70,-0.916761
69.5,-0.920003
69,-0.992061
68.5,-0.997273
68,-0.769873
67.5,-0.092935
67,-0.321449
66.5,-0.919156
66,-0.796568
65.5,-0.988035
65,-0.916618
64.5,-0.91617
64,-0.873324
63.5,-0.827633
63,-0.91937
62.5,-7.70209e-05
62,-0.675552
61.5,-0.973976
61,-0.64457
60.5,-0.838198
60,-0.992453
59.5,-0.924665
59,-0.979654
58.5,-0.369695
58,-0.495919
57.5,-0.759985
57,-0.958254
56.5,-0.847432
56,-0.93768
55.5,-0.904724
55,-0.982276
54.5,-0.701651
54,-0.131988
53.5,-0.777572
53,-0.808586
52.5,-0.793667
52,-0.154767
51.5,-0.888678
51,-0.874201
